"sitename","regionnumb","trendsite","rookery","Month","Day","Year","adultcount","counttype","source","Replicate","counter","comments"
"SEGUAM",10,"0","0",12,13,1994,621,1,1,"N",,"SEGUAM SE(32)+TURF PT E.(14: round down oct00)+TURF PT.(432)+LAVA PT.(36)+SEGUAM"
"SEGUAM/FINCH POINT",10,"1","0",6,14,1998,56,1,1,"N",,"Sease & Loughlin 1999"
"SEGUAM/FINCH POINT",10,"1","0",6,26,1992,1,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",3,16,1993,37,1,1,"N",,"checked to excel spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",6,23,1994,40,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",6,27,1994,14,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",12,13,1994,0,1,1,"N",,
"SEGUAM/FINCH POINT",10,"1","0",3,16,1998,16,7,1,"N",,
"SEGUAM/FINCH POINT",10,"1","0",3,2,1999,44,1,1,"R",,"orig spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",3,6,1999,33,1,1,"N",,"orig spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",6,18,2000,14,1,1,"N",,"from nmfs datasheet"
"SEGUAM/FINCH POINT",10,"1","0",6,26,1992,0,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",6,14,1996,1,1,1,"N",,"sum in Sease et al, 1999 (96 survey)"
"SEGUAM/FINCH POINT",10,"1","0",7,9,2014,112,3,1,"n","LF",
"SEGUAM/FINCH POINT",10,"1","0",7,9,2011,2,4,1,"N",,
"Seguam/Finch Point",10,"1","0",3,25,2008,0,4,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/FINCH POINT",10,"1","0",6,22,2002,22,1,1,"R",,"survey spreadsheet"
"SEGUAM/FINCH POINT",10,"1","0",6,18,2002,32,1,1,"R",,"survey spreadsheet"
"Seguam/Finch Point",10,"1","0",3,25,2008,0,4,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/FINCH POINT",10,"1","0",7,3,2010,0,4,1,"N","KLS",
"Seguam/Finch Point",10,"1","0",6,19,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/FINCH POINT",10,"1","0",6,19,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGUAM/FINCH POINT",10,"1","0",3,23,2012,635,3,1,"N","LF,KLS","COUNT OFF GO PRO IMAGES TAKEN BY AERYON SCOUT UAF"
"SEGUAM/FINCH POINT",10,"1","0",6,23,2004,2,2,5,"N",,
"SEGUAM/FINCH POINT",10,"1","0",7,9,2014,113,3,1,"n","KLS",
"SEGUAM/LAVA COVE",10,"1","0",6,18,2000,0,1,1,"N",,"from nmfs datasheet"
"SEGUAM/LAVA COVE",10,"1","0",3,6,1999,0,1,1,"R",,"orig spreadsheet"
"SEGUAM/LAVA COVE",10,"1","0",6,14,1998,40,1,1,"N",,"Sease & Loughlin 1999"
"SEGUAM/LAVA COVE",10,"1","0",3,2,1999,0,1,1,"R",,"orig spreadsheet"
"Seguam/Lava Cove",10,"1","0",3,25,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/LAVA COVE",10,"1","0",6,23,2004,0,2,5,"N",,
"SEGUAM/LAVA COVE",10,"1","0",7,9,2014,20,3,1,"n","KLS",
"SEGUAM/LAVA COVE",10,"1","0",6,22,2002,0,1,1,"R",,"survey spreadsheet"
"SEGUAM/LAVA COVE",10,"1","0",6,18,2002,0,1,1,"R",,"survey spreadsheet"
"SEGUAM/LAVA COVE",10,"1","0",7,9,2014,21,3,1,"n","LF",
"Seguam/Lava Cove",10,"1","0",3,29,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/LAVA COVE",10,"1","0",7,9,2011,0,4,1,"N",,
"SEGUAM/LAVA COVE",10,"1","0",6,19,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Seguam/Lava Cove",10,"1","0",3,29,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/LAVA COVE",10,"1","0",7,3,2010,0,4,1,"N","KLS",
"Seguam/Lava Cove",10,"1","0",3,25,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Seguam/Lava Cove",10,"1","0",6,19,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/LAVA POINT",10,"1","0",6,18,2000,0,1,1,"N",,"from nmfs datasheet"
"SEGUAM/LAVA POINT",10,"1","0",6,26,1992,44,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"SEGUAM/LAVA POINT",10,"1","0",6,23,1994,37,1,1,"R",,"Lava(17)+South(20), checked to excel spreadsheet"
"SEGUAM/LAVA POINT",10,"1","0",6,27,1994,46,1,1,"R",,"Lava(22)+South(24), checked to excel spreadsheet"
"SEGUAM/LAVA POINT",10,"1","0",6,14,1998,128,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"SEGUAM/LAVA POINT",10,"1","0",3,2,1999,0,1,1,"R",,
"SEGUAM/LAVA POINT",10,"1","0",3,6,1999,11,1,1,"R",,"orig spreadsheet"
"SEGUAM/LAVA POINT",10,"1","0",6,12,1992,0,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/LAVA POINT",10,"1","0",6,22,2002,2,1,1,"R",,"survey spreadsheet: just east of point at 52-18.2, 172-21.0W"
"SEGUAM/LAVA POINT",10,"1","0",6,18,2002,18,1,1,"R",,"survey spreadsheet"
"SEGUAM/LAVA POINT",10,"1","0",7,9,2011,0,4,1,"N",,
"Seguam/Lava Point",10,"1","0",6,19,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Seguam/Lava Point",10,"1","0",3,29,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Seguam/Lava Point",10,"1","0",3,25,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Seguam/Lava Point",10,"1","0",3,25,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Seguam/Lava Point",10,"1","0",3,29,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/LAVA POINT",10,"1","0",6,19,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGUAM/LAVA POINT",10,"1","0",7,3,2010,0,4,1,"N","KLS",
"SEGUAM/LAVA POINT",10,"1","0",7,9,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"SEGUAM/LAVA POINT",10,"1","0",6,23,2004,5,2,5,"N",,
"SEGUAM/MOUNDHILL POINT",10,,,7,9,2014,34,3,1,"n","LF","Sitename NOT IN DB"
"SEGUAM/MOUNDHILL POINT",10,,,7,9,2014,32,3,1,"n","KLS","NEW SITE"
"SEGUAM/SADDLERIDGE",10,"1","1",3,16,1993,56,1,1,"N",,"checked to excel spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",12,13,1994,238,1,1,"N",,"checked to spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",8,6,1999,250,4,1,"N",,"P.Olesiuk during P.v. surveys"
"SEGUAM/SADDLERIDGE",10,"1","1",3,6,1999,0,1,1,"R",,"orig spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",3,2,1999,0,1,1,"R",,"orig spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",6,14,1998,586,1,1,"N",,"Sease & Loughlin 1999"
"SEGUAM/SADDLERIDGE",10,"1","1",3,17,1998,50,7,1,"N",,
"SEGUAM/SADDLERIDGE",10,"1","1",6,14,1996,553,1,1,"N",,"Sease et al, 1999 (96 survey)Saddleridge (536), Pre-Saddleridge (17)"
"SEGUAM/SADDLERIDGE",10,"1","1",6,18,2000,570,1,1,"N",,"from nmfs datasheet"
"SEGUAM/SADDLERIDGE",10,"1","1",6,23,1994,658,1,1,"N",,"checked to excel spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",5,27,1959,25,1,7,"N",,"Kenyon & Rice 1961"
"SEGUAM/SADDLERIDGE",10,"1","1",6,12,1992,628,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",6,21,1991,684,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SEGUAM/SADDLERIDGE",10,"1","1",6,20,1990,833,1,1,"N",,"Merrick et al, 1991"
"SEGUAM/SADDLERIDGE",10,"1","1",6,17,1989,602,1,1,"N",,"Loughlin et al, 1990, (sum seguams)Loughlin et al, 1992"
"SEGUAM/SADDLERIDGE",10,"1","1",5,3,1987,951,99,99,"N",,
"SEGUAM/SADDLERIDGE",10,"1","1",6,12,1985,2942,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"SEGUAM/SADDLERIDGE",10,"1","1",6,21,1979,4018,99,99,"N",,"3514 in Loughlin et al., 1984"
"SEGUAM/SADDLERIDGE",10,"1","1",5,6,1965,3230,1,99,"N",,"sum of Seguams = 4400 Kenyon & King, 1965"
"SEGUAM/SADDLERIDGE",10,"1","1",4,7,1962,1275,99,99,"N",,
"SEGUAM/SADDLERIDGE",10,"1","1",6,26,1992,764,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",3,16,1998,20,7,1,"N",,
"SEGUAM/SADDLERIDGE",10,"1","1",6,23,2004,923,2,5,"N",,
"SEGUAM/SADDLERIDGE",10,"1","1",7,9,2011,945,3,1,"N","LF","1 northern elephant seal"
"SEGUAM/SADDLERIDGE",10,"1","1",6,22,2002,718,1,1,"R",,"survey spreadsheet"
"Seguam/Saddleridge",10,"1","1",3,25,2008,0,4,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/SADDLERIDGE",10,"1","1",6,19,2008,828,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Seguam/Saddleridge",10,"1","1",6,19,2007,670,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Seguam/Saddleridge",10,"1","1",6,19,2007,665,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/SADDLERIDGE",10,"1","1",7,3,2010,754,3,1,"N","KLS",
"SEGUAM/SADDLERIDGE",10,"1","1",7,3,2010,758,3,1,"N","LF",
"SEGUAM/SADDLERIDGE",10,"1","1",6,28,2005,724,2,5,,,
"SEGUAM/SADDLERIDGE",10,"1","1",7,1,2009,858,3,1,"N","LF","logs for chkcnt"
"SEGUAM/SADDLERIDGE",10,"1","1",6,19,2008,842,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGUAM/SADDLERIDGE",10,"1","1",7,9,2011,942,3,1,"N","KS",
"Seguam/Saddleridge",10,"1","1",3,25,2008,0,4,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/SADDLERIDGE",10,"1","1",6,18,2002,614,1,1,"R",,"survey spreadsheet"
"SEGUAM/SADDLERIDGE",10,"1","1",7,9,2014,686,3,1,"n","KLS",
"SEGUAM/SADDLERIDGE",10,"1","1",7,1,2009,855,3,1,"N","KLS","logs for chkcnt"
"SEGUAM/SADDLERIDGE",10,"1","1",7,9,2014,702,3,1,"n","LF",
"SEGUAM/SW RIP",10,"1","0",6,18,2000,23,1,1,"N",,"from nmfs datasheet"
"SEGUAM/SW RIP",10,"1","0",8,6,1999,20,4,1,"N",,"P.Olesiuk during P.v. surveys"
"SEGUAM/SW RIP",10,"1","0",3,6,1999,14,1,1,"R",,
"SEGUAM/SW RIP",10,"1","0",3,2,1999,30,1,1,"R",,
"SEGUAM/SW RIP",10,"1","0",6,23,1994,50,1,1,"N",,"called west end, checked to excel spreadsheet"
"Seguam/SW Rip",10,"1","0",3,25,2008,40,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/SW RIP",10,"1","0",7,9,2011,0,4,1,"N",,
"SEGUAM/SW RIP",10,"1","0",7,3,2010,30,3,1,"N","LF",
"SEGUAM/SW RIP",10,"1","0",7,3,2010,30,3,1,"N","KLS",
"Seguam/SW Rip",10,"1","0",3,25,2008,40,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/SW RIP",10,"1","0",7,9,2014,64,3,1,"n","KLS",
"SEGUAM/SW RIP",10,"1","0",6,18,2002,58,1,1,"R",,"survey spreadsheet"
"SEGUAM/SW RIP",10,"1","0",6,22,2002,42,1,1,"R",,"survey spreadsheet"
"SEGUAM/SW RIP",10,"1","0",6,23,2004,40,2,5,"N",,
"SEGUAM/SW RIP",10,"1","0",7,9,2014,65,3,1,"n","LF",
"SEGUAM/SW RIP",10,"1","0",6,19,2008,39,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Seguam/SW Rip",10,"1","0",6,19,2007,31,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Seguam/SW Rip",10,"1","0",6,19,2007,31,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/SW RIP",10,"1","0",6,19,2008,39,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGUAM/TURF POINT",10,"1","0",8,11,1999,100,4,1,"R",,"P.Olesiuk during P.v. surveys"
"SEGUAM/TURF POINT",10,"1","0",8,6,1999,150,4,1,"R",,"P.Olesiuk during P.v. surveys"
"SEGUAM/TURF POINT",10,"1","0",3,6,1999,281,1,1,"R",,
"SEGUAM/TURF POINT",10,"1","0",6,27,1994,184,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/TURF POINT",10,"1","0",6,18,2000,82,1,1,"N",,"from nmfs datasheet"
"SEGUAM/TURF POINT",10,"1","0",6,23,1994,108,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"SEGUAM/TURF POINT",10,"1","0",6,26,1992,110,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/TURF POINT",10,"1","0",6,12,1992,92,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/TURF POINT",10,"1","0",3,2,1999,328,1,1,"R",,
"SEGUAM/TURF POINT",10,"1","0",6,14,1998,0,1,1,"N",,
"Seguam/Turf Point",10,"1","0",3,29,2008,25,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/TURF POINT",10,"1","0",7,7,2009,13,3,1,"N","LF","logs for chkcnt"
"SEGUAM/TURF POINT",10,"1","0",6,23,2004,58,2,5,"N",,
"SEGUAM/TURF POINT",10,"1","0",7,9,2011,26,3,1,"N","LF",
"SEGUAM/TURF POINT",10,"1","0",7,3,2010,7,4,1,"N","KLS",
"SEGUAM/TURF POINT",10,"1","0",7,9,2014,32,3,1,"n","KLS",
"SEGUAM/TURF POINT",10,"1","0",7,7,2009,13,3,1,"N","KLS","logs for chkcnt"
"Seguam/Turf Point",10,"1","0",3,25,2008,3,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/TURF POINT",10,"1","0",6,18,2002,78,1,1,"R",,"survey spreadsheet"
"Seguam/Turf Point",10,"1","0",3,25,2008,3,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Seguam/Turf Point",10,"1","0",6,19,2007,8,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Seguam/Turf Point",10,"1","0",6,19,2007,8,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/TURF POINT",10,"1","0",7,9,2014,32,3,1,"n","LF",
"SEGUAM/TURF POINT",10,"1","0",7,9,2005,36,2,5,,,
"SEGUAM/TURF POINT",10,"1","0",6,22,2002,90,1,1,"R",,"survey spreadsheet"
"SEGUAM/TURF POINT",10,"1","0",7,9,2011,24,3,1,"N","KS",
"Seguam/Turf Point",10,"1","0",3,29,2008,25,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/TURF POINT",10,"1","0",6,19,2008,3,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGUAM/WHARF POINT",10,"1","0",6,14,1998,64,1,1,"N",,"Sease & Loughlin 1999"
"SEGUAM/WHARF POINT",10,"1","0",6,18,2000,55,1,1,"N",,"from nmfs datasheet"
"SEGUAM/WHARF POINT",10,"1","0",8,11,1999,35,4,1,"N",,"P.Olesiuk during P.v. surveys"
"SEGUAM/WHARF POINT",10,"1","0",3,2,1999,130,1,1,"R",,
"SEGUAM/WHARF POINT",10,"1","0",6,27,1994,10,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"SEGUAM/WHARF POINT",10,"1","0",6,23,1994,31,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/WHARF POINT",10,"1","0",6,26,1992,2,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/WHARF POINT",10,"1","0",6,12,1992,0,1,1,"R",,"checked to excel spreadsheet"
"SEGUAM/WHARF POINT",10,"1","0",3,6,1999,152,1,1,"R",,
"SEGUAM/WHARF POINT",10,"1","0",6,18,2002,45,1,1,"R",,"survey spreadsheet"
"SEGUAM/WHARF POINT",10,"1","0",7,9,2011,72,3,1,"N","LF",
"SEGUAM/WHARF POINT",10,"1","0",6,22,2002,54,1,1,"R",,"survey spreadsheet"
"SEGUAM/WHARF POINT",10,"1","0",7,3,2010,69,3,1,"N","LF",
"SEGUAM/WHARF POINT",10,"1","0",7,3,2010,69,3,1,"N","KLS",
"Seguam/Wharf Point",10,"1","0",3,25,2008,53,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Seguam/Wharf Point",10,"1","0",6,19,2007,121,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/WHARF POINT",10,"1","0",7,9,2011,70,3,1,"N","KS",
"Seguam/Wharf Point",10,"1","0",6,19,2007,120,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGUAM/WHARF POINT",10,"1","0",6,23,2004,90,2,5,"N",,
"SEGUAM/WHARF POINT",10,"1","0",7,9,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"SEGUAM/WHARF POINT",10,"1","0",6,19,2008,49,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Seguam/Wharf Point",10,"1","0",3,25,2008,55,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SEGUAM/WHARF POINT",10,"1","0",6,19,2008,48,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGULA/CHUGUL POINT",10,"0","0",6,20,1992,5,1,1,"N",,"Sease et al, 1993"
"SEGULA/CHUGUL POINT",10,"0","0",6,15,2000,0,1,1,"N",,"from nmfs datasheet"
"SEGULA/CHUGUL POINT",10,"0","0",6,16,1998,4,1,1,"N",,"Sease & Loughlin 1999"
"SEGULA/CHUGUL POINT",10,"0","0",6,20,1996,15,1,1,"N",,"Sease et al, 1999 (96 survey)"
"SEGULA/CHUGUL POINT",10,"0","0",6,22,1994,1,1,1,"N",,"Strick et al, 1997 (94 aer survey)"
"SEGULA/CHUGUL POINT",10,"0","0",3,14,1993,117,1,1,"N",,"checked to excel spreadsheet"
"SEGULA/CHUGUL POINT",10,"0","0",5,8,1987,218,99,99,"N",,
"SEGULA/CHUGUL POINT",10,"0","0",6,13,1985,0,99,99,"N",,
"SEGULA/CHUGUL POINT",10,"0","0",7,7,1979,68,99,99,"N",,"1 entry of 102 in AINWR, 1980"
"SEGULA/CHUGUL POINT",10,"0","0",5,3,1965,600,99,99,"N",,
"SEGULA/CHUGUL POINT",10,"0","0",3,29,1962,100,99,99,"N",,
"SEGULA/CHUGUL POINT",10,"0","0",3,5,1999,0,1,1,"N",,"orig. spreadsheet, fog, snow"
"SEGULA/CHUGUL POINT",10,"0","0",5,19,1959,0,99,99,"N",,
"SEGULA/CHUGUL POINT",10,"0","0",6,20,1989,0,1,1,"N",,
"SEGULA/CHUGUL POINT",10,"0","0",6,20,2002,0,1,1,"N",,"survey spreadsheet"
"SEGULA/CHUGUL POINT",10,"0","0",7,1,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGULA/GULA POINT",10,"0","0",6,13,1985,49,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"SEGULA/GULA POINT",10,"0","0",3,5,1999,0,1,1,"N",,"orig. spreadsheet, fog, snow"
"SEGULA/GULA POINT",10,"0","0",6,16,1998,0,1,1,"N",,
"SEGULA/GULA POINT",10,"0","0",6,20,1996,0,1,1,"N",,"not in Sease et al, 1999 (96 survey)"
"SEGULA/GULA POINT",10,"0","0",3,14,1993,222,1,1,"N",,"checked to excel spreadsheet"
"SEGULA/GULA POINT",10,"0","0",6,20,1992,0,1,1,"N",,"?listed under chugul pt in Merrick et al, 1992 (91 surv)"
"SEGULA/GULA POINT",10,"0","0",5,8,1987,72,99,99,"N",,
"SEGULA/GULA POINT",10,"0","0",6,15,2000,0,1,1,"N",,"from nmfs datasheet"
"SEGULA/GULA POINT",10,"0","0",7,7,1979,31,99,99,"N",,"1 entry of 102 in AINWR, 1980"
"SEGULA/GULA POINT",10,"0","0",5,3,1965,50,99,99,"N",,
"SEGULA/GULA POINT",10,"0","0",99,99,1962,0,99,99,"N",,
"SEGULA/GULA POINT",10,"0","0",5,19,1959,0,99,99,"N",,
"SEGULA/GULA POINT",10,"0","0",6,20,1989,0,1,1,"N",,
"SEGULA/GULA POINT",10,"0","0",6,20,2002,0,1,1,"N",,"survey spreadsheet"
"SEGULA/GULA POINT",10,"0","0",7,1,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEGULA/GULA POINT",10,"0","0",6,28,2006,1,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEGULA/GULA POINT",10,"0","0",6,21,2013,0,8,,"n","BF/RT/JTS",
"SEMISOPOCHNOI",10,"0","0",5,6,1987,222,99,99,"N",,
"SEMISOPOCHNOI",10,"0","0",6,16,1998,2,1,1,"N",,"Sease & Loughlin 1999TUMAN(0), south of Tuman(2)"
"SEMISOPOCHNOI",10,"0","0",6,29,1994,35,1,1,"N",,"SE SIDE(35), checked to excel spreadsheet"
"SEMISOPOCHNOI",10,"0","0",3,14,1993,120,1,1,"N",,"checked to excel spreadsheet:  SW COVE(120)"
"SEMISOPOCHNOI",10,"0","0",6,23,1991,145,1,1,"N",,"Merrick et al, 1992 (91 surv)TUMAN(129)+SOUTHSIDE(16)"
"SEMISOPOCHNOI",10,"0","0",7,99,1977,1223,7,7,"N",,"AMNWR 1977"
"SEMISOPOCHNOI",10,"0","0",5,3,1965,1100,1,7,"N",,"Kenyon & King, 1965"
"SEMISOPOCHNOI",10,"0","0",5,26,1959,2500,1,7,"N",,"Kenyon & Rice 1961"
"SEMISOPOCHNOI",10,"0","0",99,99,1962,3700,99,99,"N",,
"SEMISOPOCHNOI",10,"0","0",7,3,1979,556,99,99,"N",,
"SEMISOPOCHNOI/PETREL",10,"0","0",6,29,1994,186,1,1,"R",,"checked to excel spreadsheet"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,15,2000,65,1,1,"N",,"from nmfs datasheet"
"SEMISOPOCHNOI/PETREL",10,"0","0",3,5,1999,156,1,1,"N",,
"SEMISOPOCHNOI/PETREL",10,"0","0",6,20,1996,58,1,1,"N",,"sum in Sease et al, 1999 (96 survey)"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,22,1994,166,1,1,"R",,"checked to excel spreadsheet"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,20,1992,134,1,1,"N",,"round down OCt00; sum of semis in Sease et al, 1993"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,16,1998,2,1,1,"N",,"Sease & Loughlin 1999"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,20,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEMISOPOCHNOI/PETREL",10,"0","0",6,28,2012,22,7,1,"N",,
"SEMISOPOCHNOI/PETREL",10,"0","0",6,20,2002,18,1,1,"N",,"survey spreadsheet: 2 nm west of Petrel 52-00.8, 179-34.3E"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,28,2006,43,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEMISOPOCHNOI/PETREL",10,"0","0",6,20,2004,0,2,5,"N",,
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,20,1996,108,1,1,"N",,"round down oct00; sum in Sease et al, 1999 (96 survey)"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,20,1992,238,1,1,"N",,"sum of semis in Sease et al, 1993"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,15,2000,65,1,1,"N",,"includes 16 animals 3-4 miles N of Pochnoi, from nmfs datasheet"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",3,5,1999,0,1,1,"N",,"orig spreadsheet"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,16,1998,139,1,1,"N",,"Sease & Loughlin 1999"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,23,1991,298,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",3,14,1993,110,1,1,"N",,"round down OCt00; checked to excel spreadsheet"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,29,1994,149,1,1,"R",,"checked to excel spreadsheet"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,22,1994,121,1,1,"R",,"checked to excel spreadsheet"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",7,4,2009,36,3,1,"N","LF","logs for chkcnt"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",7,4,2009,36,3,1,"N","KLS","logs for chkcnt"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,20,2002,70,1,1,"N",,"survey spreadsheet"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",7,8,2005,79,2,5,,,
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,21,2014,49,10,1,"n","KLS","Hexacopter aerial photos"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,28,2006,41,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,20,2008,32,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,21,2014,49,10,1,"n","LF","Hexacopter aerial photos"
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,20,2004,55,2,5,"N",,
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,28,2012,13,7,1,"N",,
"SEMISOPOCHNOI/POCHNOI",10,"0","0",6,20,2008,31,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEMISOPOCHNOI/SW KNOB",10,"0","0",6,22,1994,30,1,1,"R",,"checked to excel spreadsheet"
"SEMISOPOCHNOI/SW KNOB",10,"0","0",6,29,1994,4,1,1,"R",,"checked to excel spreadsheet"
"SEMISOPOCHNOI/SW KNOB",10,"0","0",3,5,1999,78,1,1,"N",,"round down OCt00; checked to excel spreadsheet"
"SEMISOPOCHNOI/SW KNOB",10,"0","0",6,15,2000,14,1,1,"N",,"from nmfs datasheet"
"SEMISOPOCHNOI/SW KNOB",10,"0","0",6,20,2002,18,1,1,"N",,"survey spreadsheet"
"SEMISOPOCHNOI/SW KNOB",10,"0","0",6,28,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
